review_text,rating,len_char,len_word,tokens_clean,clean_text
"The visuals and animations are amazing. The requirements are demanding to run, but the game feels smooth. My biggest complaint is the gacha itself. There have been too many times where the 50/50 runs me over with a random 5* unit instead of the featured 5* unit. Remove the 50/50, and make it about 80/20 in favor of the featured 5* unit.",2,338,62,"['visuals', 'animation', 'amaze', 'requirement', 'demand', 'run', 'game', 'feel', 'smooth', 'big', 'complaint', 'gacha', 'many', 'time', '50', '50', 'run', 'random', 'unit', 'instead', 'feature', 'unit', 'remove', '50', '50', 'make', '80', '20', 'favor', 'feature', 'unit']",visuals animation amaze requirement demand run game feel smooth big complaint gacha many time 50 50 run random unit instead feature unit remove 50 50 make 80 20 favor feature unit
why make cyrene trash smh,1,25,5,"['make', 'cyrene', 'trash', 'smh']",make cyrene trash smh
"""error login occurred 10001""",1,28,4,"['error', 'login', 'occur', '10001']",error login occur 10001
"Buff cyrene plsss. Her ultimate regeneration. I expected a lot from her. I'm guarantee to her E2 but ig I'm gonna go for tribbie E2, since she's heavily focus on chrysos heir. she's bad, outside chrysos heir. everyone said that she's good in eo? lol read her kit plsss you can't gain stacks in eo without amphoreus characters, there's free 6 stacks if you use 3 chrysos heir which is bad. If you compare her to elysia in hi3 there's a big difference. She can't be compared to elysia. sorry not sorry",1,499,92,"['buff', 'cyrene', 'plsss', 'ultimate', 'regeneration', 'expect', 'lot', 'guarantee', 'eidolon_2', 'ig', 'gon', 'na', 'go', 'tribbie', 'eidolon_2', 'since', 'heavily', 'focus', 'chrysos', 'heir', 'bad', 'outside', 'chrysos', 'heir', 'everyone', 'say', 'good', 'eo', 'lol', 'read', 'kit', 'plsss', 'not', 'gain', 'stack', 'eo', 'without', 'amphoreus', 'character', 'free', 'stack', 'use', 'chrysos', 'heir', 'bad', 'compare', 'elysia', 'hi3', 'big', 'difference', 'not', 'compare', 'elysia', 'sorry', 'not', 'sorry']",buff cyrene plsss ultimate regeneration expect lot guarantee eidolon_2 ig gon na go tribbie eidolon_2 since heavily focus chrysos heir bad outside chrysos heir everyone say good eo lol read kit plsss not gain stack eo without amphoreus character free stack use chrysos heir bad compare elysia hi3 big difference not compare elysia sorry not sorry
"I love this game, that's all",5,28,6,"['love', 'game']",love game
"HSR team used to be great but now they only care about selling char and powercreep is unreal. I played since luofu release until now and did spend alot in this game, playing 2 accts because I really loved the game. Well, not anymore. Cyrene and so many other problems in the game are ignored and the non stop recycling of the same event over and over is getting old.",1,366,70,"['team', 'use', 'great', 'care', 'sell', 'char', 'powercreep', 'unreal', 'since', 'luofu', 'release', 'spend', 'alot', 'game', 'accts', 'really', 'loved', 'game', 'well', 'not', 'anymore', 'cyrene', 'many', 'problem', 'game', 'ignore', 'non', 'stop', 'recycle', 'event', 'get', 'old']",team use great care sell char powercreep unreal since luofu release spend alot game accts really loved game well not anymore cyrene many problem game ignore non stop recycle event get old
"love the game! the characters are pretty, and the story is fun, as a player of genshin impact and Honkai star rail, it can get glitchy at times, but I don't care.",5,162,32,"['love', 'game', 'character', 'pretty', 'story', 'fun', 'impact', 'get', 'glitchy', 'time', 'not', 'care']",love game character pretty story fun impact get glitchy time not care
you're making elysia worse by milking it,1,40,7,"['make', 'elysia', 'bad', 'milking']",make elysia bad milking
"I've played since day1. overall best game of hoyo. No too revealing characters, great stories, great rewards, and fun! I've never liked a turn-based before. HSR is indeed unique. but it has 2 major problems: 1. Characters get powercreept too quickly. newbies or bad luck players would really struggle. 2. As an old player, most of the time, have nothing to do in the game cuz of the lack of limited events. but I don’t see it as much of a problem, tho. don't want to live in the game lol.",4,488,91,"['since', 'day1', 'overall', 'best', 'game', 'no', 'reveal', 'character', 'great', 'story', 'great', 'reward', 'fun', 'never', 'like', 'turn', 'base', 'indeed', 'unique', 'major', 'problem', 'character', 'get', 'powercreept', 'quickly', 'newbie', 'bad', 'luck', 'would', 'really', 'struggle', 'old', 'nothing', 'game', 'cuz', 'lack', 'limited', 'event', 'see', 'much', 'problem', 'tho', 'not', 'want', 'live', 'game', 'lol']",since day1 overall best game no reveal character great story great reward fun never like turn base indeed unique major problem character get powercreept quickly newbie bad luck would really struggle old nothing game cuz lack limited event see much problem tho not want live game lol
review bombing ✌️,1,17,3,"['review', 'bombing']",review bombing
this game is great amazing story I love the effects and style they give you a guide for things that are hard to understand or remember and idk what players are saying oh it all depends on the new characters dude I just got Kafka and omg is she op granite I have the herta to but still Kafka is strong my only complaints are the simulated universe has bad scaling and that when you can't do a mission it should say you need to do equilibrium also the fact there are 5 star characters that are weak,4,496,98,"['game', 'great', 'amazing', 'story', 'love', 'effect', 'style', 'give', 'guide', 'thing', 'hard', 'understand', 'remember', 'idk', 'say', 'oh', 'depend', 'new', 'character', 'dude', 'get', 'kafka', 'omg', 'op', 'granite', 'herta', 'still', 'kafka', 'strong', 'complaint', 'simulate', 'universe', 'bad', 'scale', 'not', 'mission', 'say', 'need', 'equilibrium', 'also', 'fact', 'character', 'weak']",game great amazing story love effect style give guide thing hard understand remember idk say oh depend new character dude get kafka omg op granite herta still kafka strong complaint simulate universe bad scale not mission say need equilibrium also fact character weak
"I'm just in love with this game, keeping aside the gacha part, if you're into rich story and beautiful visual this game is for you, it's absolutely beautiful and I loved it so much.",5,181,34,"['love', 'game', 'keep', 'aside', 'gacha', 'part', 'rich', 'story', 'beautiful', 'visual', 'game', 'absolutely', 'beautiful', 'love', 'much']",love game keep aside gacha part rich story beautiful visual game absolutely beautiful love much
300usd for a WEAPON SKIN‽ I have no idea what Mihoyo is thinking,1,64,13,"['300usd', 'weapon', 'skin', 'no', 'idea', 'think']",300usd weapon skin no idea think
buff cyrene dumbass.,1,20,3,"['buff', 'cyrene', 'dumbass']",buff cyrene dumbass
log in error fix this,1,21,5,"['log', 'error', 'fix']",log error fix
"it's a really good game, and I love it! I saw some people complaining about the endgame (the games rewards are mostly gotten in the endgame content) but it's actually totally easy to play because the game gives you already build characters that I tried and I actually did better damage than my own characters. other than that the story is VERY good and the characters too. even getting characters is super easy in my first week I got 3 5 stars which is AMAZING anyway I hope people will try it out",5,497,93,"['really', 'good', 'game', 'love', 'saw', 'people', 'complain', 'endgame', 'reward', 'mostly', 'get', 'endgame', 'actually', 'totally', 'easy', 'game', 'give', 'already', 'build', 'character', 'try', 'actually', 'good', 'damage', 'character', 'story', 'good', 'character', 'even', 'get', 'character', 'super', 'easy', 'first', 'week', 'get', 'star', 'amaze', 'anyway', 'hope', 'people', 'try']",really good game love saw people complain endgame reward mostly get endgame actually totally easy game give already build character try actually good damage character story good character even get character super easy first week get star amaze anyway hope people try
Great overall!!!,5,16,2,"['great', 'overall']",great overall
Disappointed. I waited for months for Cyrene just to get cucked afterwards. How disappointing.,1,94,14,"['disappoint', 'waited', 'month', 'cyrene', 'get', 'cucked', 'afterwards', 'disappoint']",disappoint waited month cyrene get cucked afterwards disappoint
"Even tho my connection is good, the game keeps on showing me that disconnected notification and I can't login same goes for genshin impact, it's been days now. Fix this",1,168,30,"['even', 'tho', 'connection', 'good', 'game', 'keep', 'show', 'disconnect', 'notification', 'not', 'login', 'go', 'impact', 'day', 'fix']",even tho connection good game keep show disconnect notification not login go impact day fix
Pay to win,1,10,3,"['pay', 'win']",pay win
cyrene is a disaster,1,20,4,"['cyrene', 'disaster']",cyrene disaster
Cyrene's kit is pure as$.,1,25,5,"['cyrene', 'kit', 'pure']",cyrene kit pure
from ok to bad,1,14,4,"['ok', 'bad']",ok bad
"It's P2W from the start!! Relic farming is just pointless. Bad enough farming is almost close to impossible to get good stats, to make things worst when yoi get the stats u want, all your points go into the wrong substats. Powercreep excessively so you MUST spend. Plus the dumb kit reworks recently are just pure stupidity. Why make characters at all when they have the most useless kits",1,388,69,"['pay_to_win', 'start', 'relic', 'farm', 'pointless', 'bad', 'enough', 'farm', 'almost', 'close', 'impossible', 'get', 'good', 'stats', 'make', 'thing', 'bad', 'yoi', 'get', 'stats', 'want', 'point', 'go', 'wrong', 'substats', 'powercreep', 'excessively', 'must', 'spend', 'plus', 'dumb', 'kit', 'reworks', 'recently', 'pure', 'stupidity', 'make', 'character', 'useless', 'kit']",pay_to_win start relic farm pointless bad enough farm almost close impossible get good stats make thing bad yoi get stats want point go wrong substats powercreep excessively must spend plus dumb kit reworks recently pure stupidity make character useless kit
old units cant keep up with new bosses and enemies like a tremendous amount and its just demotivating to play hsr unless you've been playing consistently since 1.0 or p2w its impossible to keep up,1,196,35,"['old', 'unit', 'not', 'keep', 'new', 'boss', 'enemy', 'like', 'tremendous', 'amount', 'demotivating', 'unless', 'consistently', 'since', 'pay_to_win', 'impossible', 'keep']",old unit not keep new boss enemy like tremendous amount demotivating unless consistently since pay_to_win impossible keep
