review_text,rating,review_date
fix Cyrene fix Cyrene please fix Cyrene 🙏🏻,1,2025-10-29 10:44:34
"well i think starting from the next patch, hsr becomes more and more greedy. they are making characters that are so bad but are only better with their eidolons. they want you to spend money at this game just so you could get the optimal use of a character",1,2025-10-29 10:21:16
Why do the developers refuse to listen to the players? Why butcher a character kit and have the audacity to use an E6 in livestream to showcase her kit? The true Elation? Her kit and her buff to Mydei. Please fix that. She's one of the most anticipated and loved characters in the story but what you are doing right now is just greed and it sickens me how you hold your players emotionally hostages for this. Show some shame and decency.,3,2025-10-29 10:03:06
"From 1.0 to about 2.5 the game was playable without paying a dime. Now due to recent issues, absurd predatory marketing, HP inflation making the game uplayable and forcing us to pull on new banners, and the devs muting their community on reasonable feedback and say that us the fanbase is unreasonable. The higher ups above the lower development team don't care about the player experience. They just want money and it shows. This won't change my rating for now until everything changes.",1,2025-10-29 09:12:40
buff cyrene so she is fine on her own as a support PLEASE,1,2025-10-29 08:10:56
the game was good at first but the storage is insaine and if your ready to spend HOURS in the game and then updates later have all the time you spent mean NOTHING... the good luck go ahead. im still playing it cus....cope....but seriously this game is so speedy and its graphics and designs is good and all but if you want to be f2p....just dont play or quit,1,2025-10-29 07:53:58
"cyrene needs to be buffed, this is outrageous one of the most anticipated characters ever is mid and only works with specific characters that in some months will be out of the meta , Moreover you need to oay 250 euros to get a cosmetic for her boy, it just screams we want money. i have waited for cyrene for two years since the gsme started as elysia was my favourite character, i even am gonna dye my hair pink for my cyrene pulls, her just being mid is s slap across the face",1,2025-10-29 07:28:10
"I had played and loved this game for two years, and it has the worst power creep I've ever seen. I've played a lot of gacha games and this is the worst, you get a character and they're useless in a few months. Don't play this game unless you want to whale every month just to keep up.",2,2025-10-29 07:02:45
money grab update💔,1,2025-10-29 06:41:35
"cyrene is really bad, cmon",1,2025-10-29 06:35:00
"beautiful visuals, stunning character designs, interesting story, and surprisingly fun gameplay. There's a lot of quality of life things in this game. somehow, it manages to be horrific. insane powercreep, greedy triple banners back to back, everyone needs a premium team and the new character is unusable without three copies of her",1,2025-10-29 06:26:22
hoyo pls buff more to cyrene and fix the ulti issue💔,2,2025-10-29 05:54:47
"I've had great experiences/ fun with this game, I really do enjoy it but what makes you think that you can just give us a character and just expect her to sell anyway? I liked Elysia a lot so I thought Cyrene would be great too, now's she just the next zhongli, what do you get out of this? you'll get reported to the Chinese government again. is it really worth it. just buff Cyrene",1,2025-10-29 03:45:10
"I love and will still play this game as I grew up playing mainly turn-based jrpgs (final fantasy, secret of mana, persona, etc.); I have been a player since 1.0. But with recent updates and with the insane powercreep, this game lost its reason as to why me, and many others, play this game in the first place. Pulling for characters felt like a chore than something to enjoy-- how I need to constantly update my team in order to reach the endgame content. (Also, justice for cyrene)",2,2025-10-29 03:36:22
"I love this game. The story is hype, yet the dialogue is hilarious. The combat is simple yet fun, and the characters are all so diverse and interesting. Yet there's something I can’t hold back: Cyrene. What Hoyo has done with her is EXTREMELY disappointing, and we as a community need to make it clear that we are not cool with this. Maybe it's too late for her, but hopefully, they'll learn from this and avoid taking these decisions with future characters. Please, do better",2,2025-10-29 03:26:48
"ive always loved this game since launch and yes 3.0, .1,.2 had issues with pacing and dialogue bloat and pretty bad character powercreep.... but... this latest patch 3.4 story... I dont even wanna say anything, just go play it..... and also just in general, the characters, world and just environment and vibes are immaculate in this game 🥰🥰",5,2025-10-29 02:59:09
"I'm so disappointed.I left Genshin for HSR because HSR was better in every aspect.A flexible meta,good characters, good 4 stars, flexible mechanics,amazing graphics—everything was amazing.Until greed struck the company 10fold,apparently.The meta is unsustainable.You cannot clear endgame without a character,their E2+LC.Forget about using characters you like,they will become obsolete. You have to pull every version.The HP inflation and worsening meta makes it unplayable.I'll leave and so will many",1,2025-10-29 02:40:02
"The powercreep is ridiculous. Full stop. While, yes the rewards are better than older Hoyoverse/MiHoyo games, it is nowhere near enough to consistently pull characters to keep up with Endgame content, not even the meta. Whereas other Hoyo games like Genshin endgame can still be cleared with 1.0 units. The story, music and design otherwise is stunning. As expected from a Hoyo game. If you're not looking for endgame, great game. Although story bosses are also a victim of powercreep.",2,2025-10-29 02:37:42
the game is becoming very greedy and boring a shame it was the only good one from hoyo,1,2025-10-29 01:57:40
Its ok,3,2025-10-29 01:33:01
"""i wouldn't buy the product if the company gonna pull the plug on us""",1,2025-10-29 01:20:25
"I love this game but if ya'll are gonna port this game to Chromebook, at least keep the keys function! and plus this is a PC game!! please optimize this game better!",2,2025-10-29 01:17:32
cyrene is mid. she is just a copy of elysia who is a million times better. I really was excited for her but hoyo fumbled the vag. pls fix her hoyo....,1,2025-10-29 00:29:00
"Let's just be honest, this game fell off I played each game since launch and can confidently say that this is the worst Hoyo game It started out fine, but when HP inflation and Amphoreus came in... it fell off The entire Cyrene situation was the cherry on top This was my personal favorite Hoyo game, but now I dont want to play it and dont recommend anyone else play it either, unless they fix their mistakes Hoyoverse listen to the community for once and dont prioritize the whales",2,2025-10-29 00:00:07
